team,year,talent_level,prev_win_pct,recent_win_pct,coach,career_win_pct,turnover_margin,total_tds,elo,off_success_rate,sor,sos,pred_win_pct,pred_wins,pred_losses
Florida,2024,258.5725,0.4166666666666667,0.6710097719869706,Billy Napier,0.6666666666666666,-5.0,41.0,1594.0,0.4441656210790464,48,1,0.5479227838451209,7.0,5.0
Tennessee,2024,254.3575,0.6923076923076923,0.584717607973422,Josh Heupel,0.7333333333333333,6.0,45.0,1877.0,0.4614525139664804,18,47,0.6928837260356582,8.0,4.0
Penn State,2024,257.70000000000005,0.7692307692307693,0.6533333333333333,James Franklin,0.6746987951807228,16.0,56.0,2000.0,0.4618096357226792,12,45,0.7389874595827373,9.0,3.0
Michigan,2024,259.4925,1.0,0.6887417218543046,Jim Harbaugh,0.7195121951219512,19.0,64.0,2210.0,0.4743729552889858,1,18,0.7881724826175014,9.0,3.0
USC,2024,245.105,0.6153846153846154,0.7105263157894737,Lincoln Riley,0.8064516129032258,-1.0,70.0,1723.0,0.4771886559802712,27,4,0.6238957795120654,7.0,5.0
Nebraska,2024,221.69,0.4166666666666667,0.5780730897009967,Matt Rhule,0.5048543689320388,-17.0,26.0,1511.0,0.3800841514726508,81,55,0.5090933911043253,6.0,6.0
Texas A&M,2024,283.1275,0.5384615384615384,0.5886287625418061,Jimbo Fisher,0.7237569060773481,-2.0,47.0,1772.0,0.4311717861205916,39,25,0.6295759637433165,8.0,4.0
Missouri,2024,225.065,0.8461538461538461,0.5813953488372093,Eli Drinkwitz,0.6507936507936508,11.0,48.0,1866.0,0.4581395348837209,8,78,0.7070003994896947,8.0,4.0
Ole Miss,2024,231.275,0.8461538461538461,0.5340136054421769,Lane Kiffin,0.6688311688311688,11.0,55.0,1737.0,0.449074074074074,6,53,0.6310484930178362,8.0,4.0
South Carolina,2024,218.275,0.4166666666666667,0.5618729096989966,Shane Beamer,0.5263157894736842,4.0,38.0,1594.0,0.4103896103896104,54,16,0.5078931537888942,6.0,6.0
Wisconsin,2024,215.6325,0.5384615384615384,0.6913183279742765,Luke Fickell,0.6695652173913044,0.0,36.0,1631.0,0.4377067254685777,55,14,0.5636913529969667,7.0,5.0
Kentucky,2024,223.615,0.5384615384615384,0.4576271186440678,Mark Stoops,0.5217391304347826,-2.0,43.0,1641.0,0.3968705547652916,37,16,0.4971697852629743,6.0,6.0
Texas Tech,2024,205.66,0.5384615384615384,0.5662251655629139,Joey McGuire,0.5769230769230769,-6.0,41.0,1562.0,0.4284188034188034,40,40,0.5305167687192265,6.0,6.0
North Carolina,2024,240.1475,0.6153846153846154,0.5033333333333333,Mack Brown,0.726530612244898,5.0,54.0,1569.0,0.4690553745928338,44,58,0.59523568112835,7.0,5.0
NC State,2024,200.695,0.6923076923076923,0.5647840531561462,Dave Doeren,0.6227544910179641,10.0,38.0,1660.0,0.4025641025641026,25,71,0.6013628356431642,7.0,5.0
Mississippi State,2024,219.045,0.4166666666666667,0.4915824915824915,Zach Arnett,0.56,-2.0,27.0,1421.0,0.3599458728010825,56,11,0.4212016018247462,5.0,7.0
Purdue,2024,190.7975,0.3333333333333333,0.4539249146757679,Ryan Walters,0.3333333333333333,0.0,35.0,1489.0,0.4206161137440758,85,10,0.41690983478189314,5.0,7.0
Stanford,2024,207.8575,0.25,0.5429553264604811,Troy Taylor,0.25,-2.0,26.0,1180.0,0.3778071334214002,88,29,0.34197104919851384,4.0,8.0
Arkansas,2024,218.96,0.3333333333333333,0.5100671140939598,Sam Pittman,0.4791666666666667,0.0,31.0,1431.0,0.3947036569987389,83,9,0.42784864738489836,5.0,7.0
Iowa,2024,212.1775,0.7142857142857143,0.6414473684210527,Kirk Ferentz,0.6414473684210527,-7.0,20.0,1575.0,0.3284848484848485,20,52,0.5375112617247837,6.0,6.0
Georgia Tech,2024,192.7075,0.5384615384615384,0.5427631578947368,Brent Key,0.48,4.0,51.0,1496.0,0.4460431654676259,42,2,0.45525967033321657,5.0,7.0
TCU,2024,203.71,0.4166666666666667,0.6986754966887417,Sonny Dykes,0.55625,-7.0,46.0,1631.0,0.4662004662004662,64,24,0.5642358855660295,7.0,5.0
UCF,2024,193.4675,0.4615384615384615,0.5813953488372093,Gus Malzahn,0.6496815286624203,-2.0,52.0,1617.0,0.4619750283768445,48,42,0.5708505461940254,7.0,5.0
Rutgers,2024,200.97,0.5384615384615384,0.4315068493150685,Greg Schiano,0.478021978021978,6.0,34.0,1441.0,0.4054726368159204,38,65,0.48530081296976046,6.0,6.0
Minnesota,2024,200.40500000000003,0.4615384615384615,0.5218855218855218,P.J. Fleck,0.5882352941176471,2.0,29.0,1488.0,0.4054388133498146,67,38,0.49414547513787777,6.0,6.0
Syracuse,2024,177.485,0.4615384615384615,0.4212328767123288,Dino Babers,0.4761904761904761,-2.0,37.0,1246.0,0.3830065359477124,78,63,0.40130932242676043,5.0,7.0
Maryland,2024,215.0725,0.6153846153846154,0.5017182130584192,Mike Locksley,0.3369565217391304,3.0,47.0,1695.0,0.435041716328963,33,49,0.5504297827798925,7.0,5.0
Vanderbilt,2024,199.9375,0.1666666666666666,0.3344947735191638,Clark Lea,0.25,-4.0,33.0,1176.0,0.3746556473829201,109,6,0.27148884944666707,3.0,9.0
Pittsburgh,2024,190.99,0.25,0.5676567656765676,Pat Narduzzi,0.5652173913043478,-5.0,27.0,1404.0,0.3789173789173789,98,64,0.488806135948627,6.0,6.0
Michigan State,2024,210.205,0.3333333333333333,0.5838926174496645,Mel Tucker,0.4821428571428571,-6.0,21.0,1338.0,0.3677069199457259,75,38,0.4322678426561546,5.0,7.0
Michigan State,2024,210.205,0.3333333333333333,0.5838926174496645,Harlon Barnett,0.3333333333333333,-6.0,21.0,1338.0,0.3677069199457259,75,38,0.41331992161261977,5.0,7.0
Kansas,2024,165.5725,0.6923076923076923,0.3310104529616725,Lance Leipold,0.5,2.0,56.0,1679.0,0.4857142857142857,24,61,0.5500980418976504,7.0,5.0
BYU,2024,180.9625,0.4166666666666667,0.6295081967213115,Kalani Sitake,0.5980392156862745,1.0,32.0,1364.0,0.3604336043360434,57,27,0.44031660409183826,5.0,7.0
Virginia Tech,2024,201.7,0.5384615384615384,0.6538461538461539,Brent Pry,0.4166666666666667,1.0,43.0,1657.0,0.4207389749702026,62,79,0.6010261300966759,7.0,5.0
West Virginia,2024,201.3225,0.6923076923076923,0.6233333333333333,Neal Brown,0.5945945945945946,3.0,50.0,1611.0,0.4494518879415347,23,19,0.5428600550774746,7.0,5.0
Washington,2024,189.26,0.9333333333333332,0.5589225589225589,Kalen DeBoer,0.8085106382978723,0.0,66.0,1879.0,0.5082135523613963,2,28,0.6647542516808327,8.0,4.0
Arizona State,2024,176.71249999999998,0.25,0.5255972696245734,Kenny Dillingham,0.25,-8.0,25.0,1283.0,0.3728179551122194,91,15,0.3366371881457889,4.0,8.0
Illinois,2024,189.0475,0.4166666666666667,0.3867595818815331,Bret Bielema,0.5958549222797928,-8.0,35.0,1504.0,0.449874686716792,73,21,0.4614312114052843,6.0,6.0
South Florida,2024,166.80499999999998,0.5384615384615384,0.5121107266435986,Alex Golesh,0.5384615384615384,4.0,50.0,1413.0,0.3966369930761622,84,73,0.49171424687264187,6.0,6.0
Cincinnati,2024,188.2925,0.25,0.6303630363036303,Scott Satterfield,0.6111111111111112,-4.0,35.0,1342.0,0.4385150812064965,102,57,0.4986504140199415,6.0,6.0
Wake Forest,2024,179.9125,0.3333333333333333,0.4829931972789115,Dave Clawson,0.5053191489361702,-6.0,27.0,1397.0,0.4073569482288828,86,31,0.42964647578370174,5.0,7.0
Iowa State,2024,194.2725,0.5384615384615384,0.4463087248322148,Matt Campbell,0.5914634146341463,8.0,39.0,1669.0,0.3573333333333333,43,51,0.5361250101509414,6.0,6.0
Tulsa,2024,129.115,0.3333333333333333,0.4798657718120805,Kevin Wilson,0.3918918918918919,-4.0,33.0,1122.0,0.4137115839243498,107,112,0.414645115999584,5.0,7.0
California,2024,184.4175,0.4615384615384615,0.4878892733564013,Justin Wilcox,0.4556962025316455,0.0,48.0,1475.0,0.4096916299559471,53,59,0.4873605682055907,6.0,6.0
Oklahoma State,2024,199.2,0.7142857142857143,0.6459016393442623,Mike Gundy,0.6775510204081633,1.0,47.0,1533.0,0.4321357285429141,17,50,0.563464035445743,7.0,5.0
Kansas State,2024,187.5475,0.6923076923076923,0.6019736842105263,Chris Klieman,0.6190476190476191,11.0,62.0,1942.0,0.4659685863874345,19,23,0.6520201148821432,8.0,4.0
Louisville,2024,197.525,0.7142857142857143,0.631578947368421,Jeff Brohm,0.6111111111111112,1.0,53.0,1688.0,0.4802784222737819,21,54,0.6200914320387827,7.0,5.0
Utah,2024,208.4475,0.6153846153846154,0.6711409395973155,Kyle Whittingham,0.6865079365079365,2.0,34.0,1684.0,0.4066059225512528,28,42,0.5999125401435033,7.0,5.0
Houston,2024,179.26999999999998,0.3333333333333333,0.5585284280936454,Dana Holgorsen,0.5714285714285714,-1.0,34.0,1421.0,0.3960526315789474,82,5,0.42569708510242243,5.0,7.0
Duke,2024,184.66000000000005,0.6153846153846154,0.3561643835616438,Mike Elko,0.6538461538461539,0.0,40.0,1654.0,0.4130434782608695,35,37,0.5181793256967274,6.0,6.0
Washington State,2024,178.68,0.4166666666666667,0.4791666666666667,Jake Dickert,0.5,-5.0,44.0,1546.0,0.4545454545454545,71,119,0.5960585767187855,7.0,5.0
Tulane,2024,167.855,0.7857142857142857,0.3979591836734694,Willie Fritz,0.5669291338582677,8.0,41.0,1598.0,0.4222474460839954,30,68,0.5366039709400192,6.0,6.0
Boise State,2024,174.135,0.5714285714285714,0.8058252427184466,Andy Avalos,0.625,-2.0,54.0,1690.0,0.462046204620462,68,105,0.6980550611086385,8.0,4.0
Indiana,2024,188.7675,0.25,0.3626760563380282,Tom Allen,0.4148936170212766,-6.0,31.0,1343.0,0.4145408163265306,93,56,0.41680503687536086,5.0,7.0
Toledo,2024,152.2825,0.7857142857142857,0.6363636363636364,Jason Candle,0.6666666666666666,-3.0,57.0,1539.0,0.460762331838565,47,118,0.6350814930742963,8.0,4.0
Baylor,2024,197.01,0.25,0.4761904761904761,Dave Aranda,0.4791666666666667,1.0,28.0,1384.0,0.3957345971563981,97,32,0.42854303248408676,5.0,7.0
Memphis,2024,181.52,0.7692307692307693,0.5067114093959731,Ryan Silverfield,0.6326530612244898,5.0,64.0,1604.0,0.4680851063829787,34,69,0.5860995570250519,7.0,5.0
Colorado State,2024,161.41250000000002,0.4166666666666667,0.4463667820069204,Jay Norvell,0.4880952380952381,-6.0,34.0,1276.0,0.4184914841849148,106,123,0.493004996952088,6.0,6.0
North Texas,2024,141.70749999999998,0.4166666666666667,0.3979591836734694,Eric Morris,0.4166666666666667,-5.0,52.0,1369.0,0.4473386183465458,108,108,0.4887328666985312,6.0,6.0
Western Michigan,2024,139.7,0.3333333333333333,0.5051903114186851,Lance Taylor,0.3333333333333333,5.0,34.0,1223.0,0.4015247776365946,115,95,0.42616335548837037,5.0,7.0
San Diego State,2024,168.22,0.3333333333333333,0.5218855218855218,Brady Hoke,0.5240384615384616,1.0,26.0,1375.0,0.4244031830238727,111,106,0.5284780315932639,6.0,6.0
East Carolina,2024,158.6225,0.1666666666666666,0.4557823129251701,Mike Houston,0.4137931034482758,-5.0,19.0,1356.0,0.3430079155672823,130,110,0.46699848882525574,6.0,6.0
Charlotte,2024,122.655,0.25,0.3106796116504854,Biff Poggi,0.25,-5.0,23.0,1055.0,0.3463035019455253,120,81,0.28315107120988403,3.0,9.0
Coastal Carolina,2024,149.80499999999998,0.6153846153846154,0.5977011494252874,Tim Beck,0.6153846153846154,6.0,41.0,1423.0,0.4157955865272938,70,87,0.5379681884849513,6.0,6.0
UNLV,2024,126.78,0.6428571428571429,0.3216783216783216,Barry Odom,0.546875,8.0,56.0,1494.0,0.4317937701396348,63,107,0.5249640456476115,6.0,6.0
Southern Mississippi,2024,146.4725,0.25,0.5033333333333333,Will Hall,0.3513513513513513,1.0,31.0,1164.0,0.3745498199279712,119,76,0.37825639223069596,5.0,7.0
Arkansas State,2024,158.645,0.4615384615384615,0.4693877551020408,Butch Jones,0.5418994413407822,3.0,37.0,1359.0,0.4038929440389294,95,99,0.49885791472280694,6.0,6.0
Florida Atlantic,2024,144.055,0.3333333333333333,0.417391304347826,Tom Herman,0.651685393258427,1.0,35.0,1383.0,0.3932291666666667,114,126,0.5335371259723624,6.0,6.0
Northwestern,2024,185.44,0.6153846153846154,0.5135135135135135,Pat Fitzgerald,0.5267857142857143,15.0,33.0,1498.0,0.3914081145584726,36,32,0.47763759307247255,6.0,6.0
Colorado,2024,186.0725,0.3333333333333333,0.3951890034364261,Deion Sanders,0.3333333333333333,10.0,41.0,1237.0,0.4159509202453987,77,8,0.3306121957229069,4.0,8.0
Miami (OH),2024,148.435,0.7857142857142857,0.4586206896551724,Chuck Martin,0.4745762711864407,1.0,39.0,1509.0,0.3737244897959184,41,88,0.505026567702629,6.0,6.0
UTEP,2024,100.5,0.25,0.3484320557491289,Dana Dimel,0.2718446601941747,-6.0,29.0,1195.0,0.3924870466321243,125,94,0.3577955521293469,4.0,8.0
South Alabama,2024,136.2375,0.5384615384615384,0.4054054054054054,Kane Wommack,0.5789473684210527,2.0,56.0,1725.0,0.4419134396355353,87,77,0.580533713907264,7.0,5.0
Arizona,2024,187.16,0.7692307692307693,0.445993031358885,Jedd Fisch,0.44,4.0,53.0,1822.0,0.5017626321974148,16,60,0.6189085815433286,7.0,5.0
Fresno State,2024,161.055,0.6923076923076923,0.5915032679738562,Jeff Tedford,0.616504854368932,9.0,45.0,1588.0,0.4244851258581236,58,134,0.6523580844823578,8.0,4.0
Oregon State,2024,167.895,0.6153846153846154,0.5119453924914675,Jonathan Smith,0.4857142857142857,6.0,52.0,1722.0,0.4840686274509804,31,96,0.6376532203369114,8.0,4.0
Virginia,2024,178.15250000000003,0.25,0.4573378839590443,Tony Elliott,0.2727272727272727,-6.0,31.0,1216.0,0.4090368608799049,92,43,0.35547687821519225,4.0,8.0
Troy,2024,126.5125,0.7857142857142857,0.5598591549295775,Jon Sumrall,0.8214285714285714,5.0,48.0,1736.0,0.4148706896551724,32,114,0.6752166086272151,8.0,4.0
UCLA,2024,186.2725,0.6153846153846154,0.5353535353535354,Chip Kelly,0.6639344262295082,2.0,45.0,1602.0,0.4236186348862405,45,12,0.5101968465167347,6.0,6.0
Georgia Southern,2024,136.5,0.4615384615384615,0.5158730158730159,Clay Helton,0.5887096774193549,-10.0,42.0,1326.0,0.45610278372591,99,66,0.46579557012794703,6.0,6.0
Ohio,2024,122.1375,0.7692307692307693,0.5324232081911263,Tim Albin,0.5897435897435898,10.0,34.0,1533.0,0.45,51,116,0.5955656579701352,7.0,5.0
Eastern Michigan,2024,130.32999999999998,0.4615384615384615,0.3204225352112676,Chris Creighton,0.4333333333333333,0.0,28.0,1181.0,0.359173126614987,110,115,0.3973247467843689,5.0,7.0
Appalachian State,2024,155.70499999999998,0.6428571428571429,0.7307692307692307,Shawn Clark,0.7121212121212122,3.0,57.0,1617.0,0.4560327198364008,65,70,0.6257708597692315,8.0,4.0
Boston College,2024,185.685,0.5384615384615384,0.5529801324503312,Jeff Hafley,0.4583333333333333,-4.0,40.0,1345.0,0.4201773835920177,61,34,0.43149247285703163,5.0,7.0
Texas State,2024,88.12,0.6153846153846154,0.3310344827586207,G.J. Kinne,0.6153846153846154,-2.0,57.0,1349.0,0.4770053475935829,74,130,0.5154362523528232,6.0,6.0
Kent State,2024,122.295,0.0833333333333333,0.3535714285714286,Kenni Burns,0.0833333333333333,-3.0,19.0,987.0,0.3423180592991914,133,82,0.2497499132637253,3.0,9.0
UAB,2024,141.525,0.3333333333333333,0.4566037735849056,Trent Dilfer,0.3333333333333333,0.0,46.0,1295.0,0.4771634615384615,113,93,0.46098359156222046,6.0,6.0
Northern Illinois,2024,141.47,0.5384615384615384,0.5913621262458472,Thomas Hammock,0.4210526315789473,-3.0,38.0,1420.0,0.4247246022031823,100,84,0.5025900185791903,6.0,6.0
Bowling Green,2024,125.67,0.5384615384615384,0.4879725085910653,Scot Loeffler,0.3636363636363636,9.0,39.0,1397.0,0.4166666666666667,80,92,0.478207260529675,6.0,6.0
Akron,2024,115.695,0.1666666666666666,0.3356890459363957,Joe Moorhead,0.36,-10.0,22.0,1068.0,0.3692098092643052,132,75,0.30076983214474895,4.0,8.0
Wyoming,2024,132.7775,0.6923076923076923,0.4270833333333333,Craig Bohl,0.5041322314049587,11.0,39.0,1494.0,0.4289473684210526,46,121,0.5577224091149764,7.0,5.0
Marshall,2024,125.3775,0.4615384615384615,0.5780730897009967,Charles Huff,0.5641025641025641,-11.0,33.0,1360.0,0.3883040935672515,90,72,0.4629549931039385,6.0,6.0
San José State,2024,133.22750000000002,0.5384615384615384,0.4027777777777778,Brent Brennan,0.4146341463414634,11.0,52.0,1566.0,0.4461343472750317,76,113,0.5602136208559111,7.0,5.0
Liberty,2024,129.68,0.9285714285714286,0.6973684210526315,Jamey Chadwell,0.6842105263157895,6.0,71.0,1609.0,0.5189075630252101,15,132,0.7029532798902096,8.0,4.0
Central Michigan,2024,146.6275,0.4166666666666667,0.4675767918088737,Jim McElwain,0.5522388059701493,-7.0,36.0,1250.0,0.3948051948051948,104,100,0.4550989863391439,5.0,7.0
SMU,2024,160.2975,0.7857142857142857,0.4232081911262799,Rhett Lashlee,0.6666666666666666,3.0,62.0,1785.0,0.4455747711088504,29,85,0.6331247592895395,8.0,4.0
James Madison,2024,58.835,0.8461538461538461,0.7916666666666666,Curt Cignetti,0.7916666666666666,6.0,53.0,1787.0,0.4640371229698375,26,120,0.7274988125723949,9.0,3.0
Florida International,2024,150.85000000000002,0.3333333333333333,0.3466666666666667,Mike MacIntyre,0.4014598540145985,-9.0,29.0,997.0,0.3561643835616438,122,131,0.3631081029734424,4.0,8.0
Buffalo,2024,146.735,0.25,0.3614035087719298,Maurice Linguist,0.3783783783783784,0.0,29.0,1286.0,0.3706563706563706,129,124,0.4499254572636444,5.0,7.0
Western Kentucky,2024,94.435,0.6153846153846154,0.5207373271889401,Tyson Helton,0.6060606060606061,1.0,50.0,1449.0,0.4033898305084746,72,104,0.5245398113645333,6.0,6.0
Ball State,2024,133.54500000000002,0.3333333333333333,0.4405594405594406,Mike Neu,0.3978494623655914,-5.0,24.0,1262.0,0.3973856209150326,118,80,0.40742267179907554,5.0,7.0
Louisiana Tech,2024,137.805,0.25,0.4864864864864865,Sonny Cumbie,0.3513513513513513,-9.0,36.0,1119.0,0.4078780177890724,128,125,0.423781453991923,5.0,7.0
Louisiana Monroe,2024,97.3525,0.1666666666666666,0.3345070422535211,Terry Bowden,0.3658536585365853,1.0,22.0,985.0,0.3533333333333333,126,83,0.28000876667689145,3.0,9.0
Temple,2024,140.1625,0.25,0.4041811846689895,Stan Drayton,0.25,-20.0,32.0,1017.0,0.3881499395405078,124,91,0.3125127560638844,4.0,8.0
Hawai'i,2024,106.015,0.3846153846153846,0.495176848874598,Timmy Chang,0.3076923076923077,-9.0,33.0,1091.0,0.4092526690391459,112,129,0.40507476996767877,5.0,7.0
Louisiana,2024,140.9175,0.4615384615384615,0.5033783783783784,Michael Desormeaux,0.625,3.0,48.0,1494.0,0.4590964590964591,105,122,0.5965235076654684,7.0,5.0
Connecticut,2024,112.8125,0.25,0.3942652329749104,Jim Mora,0.5436893203883495,-4.0,27.0,1096.0,0.3881578947368421,121,133,0.4218407395913629,5.0,7.0
Middle Tennessee,2024,110.485,0.3333333333333333,0.4931506849315068,Rick Stockstill,0.5044642857142857,-5.0,36.0,1351.0,0.3970588235294117,116,74,0.4412471069357782,5.0,7.0
Georgia State,2024,124.035,0.5384615384615384,0.3805970149253731,Shawn Elliott,0.4536082474226804,4.0,45.0,1375.0,0.4161849710982659,79,90,0.4583106771869857,5.0,7.0
Utah State,2024,116.8275,0.4615384615384615,0.4467353951890034,Blake Anderson,0.5985915492957746,-5.0,53.0,1269.0,0.4155688622754491,101,101,0.4617887705305549,6.0,6.0
Rice,2024,131.2825,0.4615384615384615,0.3846153846153846,Mike Bloomgren,0.3235294117647059,-13.0,50.0,1294.0,0.4357053682896379,96,89,0.41666420036138696,5.0,7.0
UT San Antonio,2024,156.5025,0.6923076923076923,0.5369127516778524,Jeff Traylor,0.7358490566037735,-5.0,52.0,1647.0,0.4204425711275026,52,94,0.6165087113373247,7.0,5.0
Old Dominion,2024,117.295,0.4615384615384615,0.4144144144144144,Ricky Rahne,0.3947368421052631,3.0,35.0,1359.0,0.3796856106408706,94,62,0.40239403036791277,5.0,7.0
UMass,2024,104.935,0.25,0.1764705882352941,Don Brown,0.1666666666666666,-3.0,33.0,962.0,0.4091539528432732,123,67,0.22061216195276312,3.0,9.0
Nevada,2024,123.6025,0.1666666666666666,0.4915824915824915,Ken Wilson,0.1666666666666666,-4.0,20.0,1083.0,0.3546592489568845,131,98,0.336896140936605,4.0,8.0
New Mexico State,2024,107.055,0.6666666666666666,0.3028169014084507,Jerry Kill,0.5347222222222222,-2.0,50.0,1399.0,0.4785005512679162,69,115,0.5045574351580021,6.0,6.0
Army,2024,74.3475,0.5,0.3780068728522336,Jeff Monken,0.56,-3.0,26.0,1388.0,0.4104683195592286,89,128,0.49732594166327526,6.0,6.0
Navy,2024,69.41499999999999,0.4166666666666667,0.5351170568561873,Brian Newberry,0.4166666666666667,12.0,26.0,1302.0,0.3631436314363143,103,86,0.42005122612296064,5.0,7.0
Air Force,2024,102.0175,0.6923076923076923,0.5864406779661017,Troy Calhoun,0.6132075471698113,-3.0,43.0,1608.0,0.4585908529048207,59,121,0.6249810011497527,7.0,5.0
New Mexico,2024,86.89999999999999,0.3333333333333333,0.370242214532872,Danny Gonzales,0.2558139534883721,-7.0,43.0,1102.0,0.4685212298682284,117,103,0.3632343855451553,4.0,8.0
